#node1	node2
P49862	P49913
P17612	Q9Y2K2
P17480	Q9HCE7
Q13253	Q6KF10
P16220	Q13976
P51159	Q5RL73
P04632	P13569
O15121	O15260
P01112	Q92565
Q14966	Q9H0M0
P08648	P49746
P48436	Q12933
Q13315	Q15554
P04637	Q01831
O00159	Q9Y572
O75533	Q15797
O60503	P63215
P33992	Q14209
P04406	P24522
O95402	P19387
P15056	Q15759
P08123	P56199
P08581	Q16827
P08758	P38484
O95169	O95299
Q13535	Q9H0E9
P63027	Q16623
P31749	Q86TI0
O15287	Q9HB96
P14635	Q13573
O43896	P61981
O00744	Q5T4F7
P10644	Q92667
P61160	Q9BPX5
P16520	P62879
P24941	P51610
Q15796	Q96RT1
406937	O00273
Q9BTT4	Q9Y3C7
Q08828	Q13555
Q14164	Q9Y3E5
P05161	Q14653
O00212	Q5T5U3
P49327	Q13573
O15264	P08754
P33991	Q9UNS1
O96017	Q14186
P10275	P52788
Q13007	Q969J5
P10275	P21127
O75159	Q8N6P7
P46779	P62891
O14640	Q15796
P16333	Q13153
P29692	Q6WCQ1
O43670	Q15428
P22004	Q13253
P04637	P78423
O00329	P16520
P00338	Q16665
O43741	Q9Y376
P49643	Q14181
P29350	Q99706
P10301	Q92569
P07910	P09651
O60762	Q13418
P39656	Q9Y6J8
Q13464	Q9BZL4
O95997	Q9UJX2
P15248	Q14627
P30153	Q9Y580
O60610	Q8NHR9
Q9GZT5	Q9Y5W5
P53350	Q9Y5Q9
Q9NYG5	Q9UJX5
P27986	P60763
Q13797	Q9Y6N6
O00329	P06213
O95067	Q8NHZ8
O75365	Q9NRH3
P17612	P35498
P26010	Q08043
P41279	Q02750
Q6GQQ9	Q8IVM0
O43318	Q9UBE8
P54819	Q14164
P04908	Q8N257
Q5VVX9	Q7Z419
Q14197	Q9P0M9
Q92561	Q9UNP9
O94805	P04637
P05771	Q9BXL7
Q13387	Q7L266
A6NM45	O14493
O60437	Q9UMD9
P13942	Q13526
P28566	P50150
O95402	P81605
O60885	P46108
Q01101	Q9BX66
P46977	Q13454
O15530	P42345
Q9H173	Q9UET6
574452	P60484
O95166	Q14596
Q9H171	Q9Y2V3
Q04637	Q9Y478
P46527	Q08050
P57738	Q13485
P25054	P49792
P06756	P25940
P10276	Q13133
Q01668	Q13976
P51665	Q9Y4K3
Q9NYG5	Q9UJX6
O75159	Q9HC73
P20936	P21709
P05141	Q04206
P61081	Q13573
Q8IZ83	Q9BRP4
P02794	Q8IWV7
Q9H9G7	Q9HCK5
P31749	Q96S44
P05386	Q92901
O14543	Q99665
P04637	Q8N3C0
P61247	Q9NVP2
O76071	P22087
P06239	P60953
P15927	Q86WJ1
P18146	P55263
P22670	Q14938
P11802	Q13547
P15336	P22612
P02741	Q00653
P51686	Q16663
O60318	Q15714
P43405	Q15349
P0CG48	P55036
Q14525	Q9NW61
O43390	O95400
Q96A08	Q9Y5B9
P16104	Q96Q83
Q8N3R9	Q8NI35
P49796	P62258
Q14498	Q86U06
P10914	P61073
P35626	Q8NGR1
P23528	Q15642
P21673	P26641
406913	O60784
P62136	Q02156
O43566	P62834
Q92997	Q9NYF0
Q14789	Q9P2H0
P32121	P45984
P10809	P21281
P25054	P68400
Q99459	Q9H8V3
P01106	Q9HCN8
P30626	Q15796
Q92769	Q9UKL0
P52272	Q15365
Q12967	Q13393
P26718	Q9UBK5
P25786	P25789
P61978	Q92620
P29084	Q7KZF4
P61244	Q9Y4A5
P24534	Q13268
P01106	Q495B1
Q92997	Q9Y4D1
O95967	Q9HB75
P35658	P57740
P12757	P14543
P47928	Q9NQB0
O75528	Q92830
O15504	Q9GZY0
O60237	P10916
P08865	P62854
P53779	Q9ULI4
O60684	P38398
P63104	Q92973
P62750	Q9UL18
Q10586	Q86XP3
P19438	Q86UA6
P40818	Q14596
P01909	Q5T3J3
O15111	Q99759
O95218	P49407
Q53ET0	Q6IN85
P12931	Q9H9L3
Q9BXR0	Q9NRX3
P09471	Q9ULW2
O95049	Q8NI35
Q93009	Q9H992
O75928	P63279
Q05209	Q07890
P35626	Q8NGM8
Q01469	Q9Y478
O95400	P31943
P05013	Q9HBE5
Q05513	Q6R327
P19876	P51677
P48551	P52630
Q14197	Q53H12
A8MT69	Q9NVI1
Q15572	Q9NYV6
P08670	Q9UHX1
P30504	P49411
O00206	P58753
P78545	Q9UQ90
P26368	Q9P2G9
O75791	P62258
P48552	P63165
P12004	P18669
O15357	O60504
P35626	Q8NGJ4
O95433	Q7Z408
Q92843	Q96LC9
P48454	Q96LZ3
P56545	Q96RG2
P55795	Q8IYB3
O75629	P07384
Q96ST3	Q9UBP5
P51610	Q5QNW6
P62701	P62854
Q92753	Q96JE9
Q12799	Q9NPB6
Q14164	Q86UP2
P01106	P54886
P16333	Q9BY71
P08572	P26006
P35080	Q13123
P43146	P46777
Q13114	Q96F46
P61024	Q86TM6
O00287	P25774
Q9GZT8	Q9H773
O43561	P29350
P22301	Q8IU57
P26927	Q9NS23
P28749	Q14186
Q8WW01	Q9H094
P47914	Q15843
P41235	Q13485
P01024	P20702
Q13315	Q14966
P22612	P63218
P04637	Q9ULZ3
P26599	P63104
P01243	Q16658
P22694	Q8NFM4
P01579	Q9UL46
P00491	P30480
P19388	Q9NWM8
P01033	P24534
P16104	Q96BD6
Q13191	Q9Y371
P62979	Q00653
P84243	Q14781
P12931	P60953
P22694	Q9Y691
O15031	Q92854
P01567	P32927
O60840	Q13362
O75015	P59901
Q92636	Q9H492
P22626	Q9NRH1
P20226	P28324
O43741	Q96A54
O95622	Q8WZA2
P49842	P62487
P84077	P98175
O95872	Q15834
P31995	P59901
P48023	P98177
P11142	P32121
Q92731	Q9BT22
O14640	Q8N4C8
P62837	Q96PM9
Q06432	Q13554
O95400	P62306
P24928	P62487
P01106	Q13347
O14640	Q99755
O75674	Q15155
P05783	Q06124
Q9H173	Q9HAU5
O60675	P05412
Q02543	Q08117
O60266	Q13976
P17987	Q04206
P63096	Q92633
O43900	Q92997
P26441	Q13261
P16298	P48454
Q9HBM6	Q9Y4A5
O43318	Q99558
P05556	Q13683
O95409	P10070
P05783	Q99816
P30466	Q07444
O43665	P56537
P62258	Q9P0L2
O15379	Q99684
Q13137	Q96ME1
O14543	Q14186
O60936	P42575
Q9BZI7	Q9UBU9
P40939	P61073
Q01844	Q13601
O94989	Q14161
P11387	P68400
406885	Q2Q1W2
Q16851	Q9UHX1
P32121	P51677
O75643	Q15428
O14610	Q5JWF2
100126334	P24941
O14802	P61218
P07737	Q8TDM6
Q96QK1	Q9Y4K3
P54253	Q9Y4B4
P52735	Q9UKW4
P01106	P49790
O43463	Q13547
P09467	Q05397
O75694	Q99459
P07900	P51617
O43908	P04439
P29274	Q99814
P18146	P27797
P30480	P54578
P06213	P23467
P27348	Q9P0K7
Q8NHQ1	Q9BPY3
Q13573	Q9BZZ5
Q13618	Q9H492
P26373	Q15788
P17301	P22105
O00206	Q9Y3B3
P08708	P62841
O43184	P35609
P62877	Q969H0
O75578	P04275
Q8IY92	Q92889
P54762	Q15768
O95750	P11362
O43157	Q04912
Q13416	Q9UBD5
P05305	Q16665
P07900	Q00653
P04233	P07711
P07942	Q13683
P21506	Q13263
O60840	Q969Q6
P67775	Q13522
O60729	Q9UM11
P31689	Q9Y276
O00762	Q86Y01
P01579	P18846
A6NHL2	P04350
Q13315	Q92945
O75581	P19022
P15498	Q15910
P28070	Q9Y244
P62714	Q9UF02
O00716	P41182
P14866	Q92620
A8MT69	Q0VG06
Q8IX04	Q96C23
O96008	P00441
Q01844	Q14576
O95251	P33993
P36954	Q6PD62
P09038	P16234
O15198	Q7LFL8
O14610	P08754
A4D0S4	Q13683
P03372	Q6PL18
P32121	Q8NHC7
Q86WV6	Q8TCJ2
Q96T58	Q99459
P13501	Q16570
O14733	O43283
P42704	P62330
Q13315	Q9ULU4
P24855	P60709
P21554	P59768
P13611	Q14242
Q13315	Q8N2W9
O00329	Q9HAV0
Q12834	Q9Y2T1
P15884	Q6ISU1
Q15047	Q96HS1
P21741	P22735
P62280	P62854
Q9UI95	Q9UJX6
P10451	Q9NRR5
P46782	P62266
P51116	Q15041
P13612	P61073
P49642	Q969H0
P46531	P78537
P05198	Q13144
O15169	P49407
P04264	Q07157
P31153	Q9GZN1
P04637	P11142
P05023	P13693
Q93097	Q9ULV1
P23297	Q00987
P06748	P19338
Q13145	Q13467
P67775	Q9H7D0
O14493	P04278
P63010	Q13485
Q9C040	Q9UKE5
P61088	Q9C035
P02768	P06396
P68363	Q99836
O60313	Q15796
Q96EV8	Q9Y4J8
P14923	Q9H4K1
P19338	Q13315
P61964	Q14686
O14654	Q13233
P62829	Q9UKV8
A6NM45	P78369
P10412	P83916
P30480	Q9Y266
Q14164	Q9H171
P01106	Q8TAD4
P13984	P19387
P06400	P21980
P30153	Q15759
P01106	Q92905
P38405	Q6IEY1
P20309	P38405
P04049	Q05513
P29317	Q9GZP0
O15264	P07197
Q02833	Q7Z569
P25208	Q01094
O00471	P11233
Q02363	Q13432
O43561	P43405
P62993	Q5JSH3
P48443	Q96RI1
P61586	Q14CB8
P67870	Q02575
P10275	P63279
Q86UT6	Q9Y4K3
P18206	P49023
P63098	Q08209
P24941	P39748
P63098	Q92934
P02766	Q9UKR5
P38159	P55795
P40189	Q9NYY1
P01857	P55289
Q9GZS3	Q9HCE7
P49411	Q9Y375
Q93097	Q9NPG1
Q15369	Q9UK73
P01106	Q92564
Q969Q6	Q96Q15
P40337	Q9UM00
Q14839	Q16576
P14618	P51817
P54646	Q8WY54
P61073	Q9UBD3
P19793	P22736
P18146	Q12824
Q08722	Q12983
P84996	Q86XP0
P38398	Q15910
O75030	P04628
P05231	P16471
P10916	P62140
Q9UJX5	Q9UM11
P08246	P49913
P25445	Q96IZ0
Q01196	Q12824
Q13573	Q9Y265
Q9H1C0	Q9UK08
P08708	P15880
P17181	Q13007
P26599	P61978
P52735	Q07890
Q8NHH9	Q9NS25
P42574	Q6UXS9
P24941	P62136
P10914	P58876
Q96EQ0	Q9Y5P3
Q86SE5	Q96EZ8
P14672	Q92569
O14490	P27986
P02792	P02794
P52735	Q9UJM3
O00487	Q9Y5K5
P55212	Q14457
Q13535	Q99459
P17081	Q8N264
P08134	Q14164
P35968	P42224
Q13557	Q9UQM7
P28067	P28068
O60739	P30049
P32298	P49407
O14727	P55211
Q99459	Q9UBP9
O00231	P17980
P56537	Q3V6T2
P60568	Q12906
P08047	Q96BI1
P04629	P46934
O43677	O95182
P18146	Q13506
Q01201	Q04206
Q14209	Q9UQC2
O14640	P55196
Q13315	Q969G3
P08253	Q15080
O00548	Q9H488
P45983	Q13387
Q9H6T3	Q9NPB6
P21246	Q13332
Q8WY22	Q9Y4K3
P61952	Q16539
P56537	Q9NZV8
P52948	Q8TEM1
P55795	P67809
Q06609	Q14209
O60664	O60831
P49715	Q05195
P15882	P61247
P61254	P62888
P27986	Q8IWV1
P12931	P16471
P62993	Q96KQ7
P51449	Q14686
P27986	Q9UBK5
P63279	Q9NS91
O60603	P61073
P01889	P61086
P38936	Q13562
Q5SXM2	Q676U5
P38405	P58170
O75694	Q8N1F7
O75822	P41091
P12004	Q13547
P05106	P08123
P03923	Q9UI09
Q86YP4	Q8WXI9
P01588	P23458
P19525	Q9Y285
O43524	P30048
O95782	Q6WCQ1
P26367	P63167
Q9HBM6	Q9UMX0
O15085	Q8IXI1
P05771	P16220
Q14416	Q9UK08
P35498	P59768
P01023	Q15583
P31751	Q92574
P08637	Q8N6C8
P05412	P35354
P08069	Q9Y4K3
Q99759	Q9Y2Z0
406908	P04150
P68104	Q15486
P63104	Q01105
P60709	P61586
P27361	P39877
P63096	Q13936
P46779	P47914
O00305	Q13555
P00439	Q14CB8
Q15008	Q9Y4R8
O75807	Q9H467
P39019	P42677
P62140	Q13263
P11678	P19174
P16871	Q13885
P32121	Q8WZ84
P27816	Q96RT1
Q15326	Q9Y4K3
P01106	P20618
Q8TCU6	Q9HAV0
P52597	Q86V81
Q9HCU4	Q9NWK9
O60739	Q6PKG0
Q13535	Q9UIF9
P54253	Q92614
P43146	Q9HD67
P42766	Q99558
P46940	Q2TAY7
Q14627	Q9ULV8
P10275	P84022
P49368	Q99759
Q86YR7	Q96KG7
P05000	P17181
Q15796	Q8TAI7
O60266	P22694
P62136	P62158
O60232	Q9Y230
P06756	P56945
P01112	Q16539
P20908	P56199
P19174	P27482
O14492	P06213
P05107	Q92905
O14939	Q9NYA1
P40337	Q15836
P15311	Q9Y478
P42677	P62244
P47914	P62891
P10276	Q2M1K9
O75593	Q13485
Q12873	Q9Y2P4
P04183	Q05516
Q07955	Q16629
Q8TER5	Q99417
Q13315	Q3MIT2
O75381	Q13547
Q15796	Q96S55
Q15788	Q9BTK6
P49792	Q8NFH3
P09651	P52597
P58400	Q9UPN3
O75925	P18031
P23467	Q15118
O95751	Q15834
P51681	Q15583
O95251	O95295
O60493	P23508
Q9Y5J9	Q9Y5L4
P25105	P49407
P15509	Q9HBE4
O00329	Q05397
P69905	Q92574
P04843	Q9BUV8
P01135	Q13424
Q07812	Q13794
Q8WX93	Q9NZQ3
P55211	P98170
P49841	Q9NWM8
Q01105	Q14164
P54710	Q8WYR1
P22681	P25942
P60763	Q13017
Q86WJ1	Q9Y5B9
P01106	P51970
P35626	Q8NGJ1
P53779	P99999
P09651	P31943
P21453	P31749
O75925	Q9UIS9
Q99459	Q9NTJ3
P19387	Q15560
P36897	P46937
P14923	Q96JB5
P17987	P84022
A4D0S4	P16070
P62140	Q9UQK1
P10276	P14859
P61077	Q9Y4K3
P29474	Q16566
P10828	Q15648
P26012	Q9Y4G6
Q5VTR2	Q5VYV7
Q07812	Q9NR28
Q02641	Q13555
P41743	Q16236
P20248	P51948
O14508	P42229
P04745	Q7L5N1
O60674	P22681
O95182	O95298
O43306	P62879
P30511	P43631
P49918	P62877
P04406	Q96QU8
P42566	Q13315
P16070	Q13751
Q14765	Q9NSE2
P31947	Q6WCQ1
O95622	P35354
P51617	Q99836
Q13137	Q9UBL6
P00533	P62993
O60739	Q86UE4
Q8NB91	Q9BXW9
P22392	Q9Y2L1
O15169	Q9Y2T1
O15116	Q9UBK9
P18206	Q8N5D0
Q16695	Q4FZB7
P08123	Q9HCN6
Q96AH8	Q9BQE3
P51693	Q8WUB8
Q9UK45	Q9UKX3
P49716	Q6ZNG1
Q15050	Q92624
P06576	Q01085
P19525	Q9BZE4
O95931	Q06587
P53041	Q06190
P01730	Q13432
Q8WV22	Q9NXX6
Q49A88	Q9NRR5
P10412	P45973
P25940	Q9HCN6
O60260	P62253
P55072	Q9BUN8
O76011	Q92796
P61812	Q13018
P31943	Q15637
O15116	Q96C01
P04156	P06241
Q08211	Q9HA38
Q93034	Q9Y576
P35998	Q92597
P15529	Q9HD26
P11388	P35222
P12931	Q8NER1
Q14185	Q15788
P22392	P39019
O60739	P59998
O95568	Q13315
P05455	Q99558
Q7Z5H3	Q96L33
P19838	Q9BVA1
P04201	Q13424
Q13426	Q8IW19
Q5T3J3	Q99873
P49841	Q8TDZ2
O60285	Q7Z794
P50148	Q9NZ20
Q13642	Q14164
P00533	P35222
O14807	Q12967
P02549	Q13315
P04637	Q12834
P17987	Q13573
P21246	P35226
A6NMS3	P38405
O00329	P14770
Q12972	Q15428
O00141	P49411
Q8IUC6	Q9H6S1
P00519	Q06187
Q14192	Q9UDV6
O95405	Q96RT1
P08173	P50150
P40879	Q15599
P09341	P61073
P11586	Q9P2S5
P33032	Q8TCY5
P05019	P11362
O94817	Q15323
P15056	Q8IVT5
P07359	P62258
O00187	P06681
P02675	P05106
P68363	Q9UGJ1
P01857	P13647
Q9BQE3	Q9BSJ2
P18084	P24821
Q13315	Q86YC2
P30304	Q9UQ88
P01023	P38936
P18146	Q9NZ08
P54257	Q92796
Q8IUE6	Q96A08
P19793	P61201
O60814	P20671
P27361	P41212
P55345	Q14686
O14640	P01106
P47870	Q9H0R8
P16234	P46108
P30307	P53350
O15121	Q96JH8
P62805	Q9H2F5
O15239	O95167
P31749	Q14738
P22694	Q09472
Q7Z2Z2	Q9Y3A5
P20073	Q9GZT6
P01100	P14780
P62158	Q9UQM7
P52630	Q92985
Q13368	Q8NC60
O95219	Q9UNH7
P43490	Q01628
Q15628	Q9UKB1
P47813	Q9Y4K3
P04899	P53778
Q6R327	Q8N122
O75376	Q99933
P01567	P48357
Q01094	Q96A56
Q59EK9	Q96CW1
P20807	Q9H1Y0
P25101	Q9UBU3
O95208	P00533
P07954	Q9Y478
O96019	Q9H0E9
P20701	Q15762
Q15572	Q53T94
P01772	P0CG04
P46783	P60709
O43683	Q15418
O75914	Q02750
P38405	Q96R45
P46531	Q86Y01
P01889	P02786
P22612	Q9UF02
Q15796	Q8NER5
P15311	P60709
Q03135	Q15843
P32121	Q08499
P07910	Q09161
P22392	P63173
P12980	Q5QJU3
Q9HC24	Q9UM00
P61254	Q02878
P03372	P18031
P18146	Q92569
407040	Q96EB6
P22301	Q14626
O00161	Q13277
P40337	P56134
Q13555	Q68CJ9
P13497	P49750
P04899	P62879
Q9H173	Q9UBB4
P84022	Q4LDE5
P30480	Q9UNS2
P04183	Q8NBE8
P38432	Q16637
P10600	P36896
Q9H4A3	Q9Y3S1
Q9UJU2	Q9Y265
Q6UXN9	Q93079
P55209	Q10586
O75056	P21741
P28482	Q8TEY5
Q15714	Q16531
P22612	Q09472
P31749	Q969Q6
O60506	Q9H2B2
Q96C10	Q9UPY3
O75496	Q9H211
O94817	Q9BQ66
P02671	P02675
P01579	P08887
P49841	Q12840
Q13352	Q9BZI7
Q7L7L0	Q96DB2
P40937	Q13432
Q8N3R9	Q9BUF7
Q9BWU1	Q9Y2X0
P09919	P40238
P01889	P43626
Q14344	Q96RI0
Q13315	Q4G0J3
Q13137	Q9Y4E5
P47712	Q03113
P12277	Q15750
Q13547	Q8IUE6
P62081	Q15843
P45983	P62736
P25325	Q9Y697
P10275	Q15910
Q15654	Q96DG6
P35240	P49716
Q05397	Q6S5L8
O15198	Q9NR34
P10914	P42224
P25205	Q9Y4K3
Q01892	Q92793
P43246	Q9NSU2
P50914	Q13233
P10912	P22681
O14908	Q13641
Q13573	Q86WJ1
Q16643	Q6WCQ1
P56748	Q8N6F1
P63104	Q9UKX2
P10070	P49674
P31314	P40424
P08238	Q9Y617
P04637	Q92696
P32927	Q13191
P07237	Q92956
P25024	Q99616
O43524	Q13043
Q08209	Q9UJX5
P28482	Q8N5H7
P52272	Q01130
P10909	P30101
O60684	Q9NVS9
P01579	P49711
O75367	Q96RL1
P06241	Q06418
P11021	P16949
O00214	P20701
P04626	Q16827
O14920	Q9Y616
P06756	Q08043
Q13522	Q15172
O14920	P06737
Q86WN2	Q9HBE5
P02452	P51888
P52597	Q13242
P0C1H6	Q92769
P43403	Q14289
P61981	Q99759
P19235	Q9UBD9
P02452	P53708
P01236	P26992
O15031	O60925
O95602	Q9Y5B9
P25100	P50148
P60709	Q9H981
Q7L1V2	Q9H270
O95167	P51970
O15169	P01106
O00755	P56705
Q8IYD1	Q92900
P01116	P21359
P06493	Q13526
Q13547	Q6W2J9
P17181	Q9UHD0
P29401	Q14164
P15311	P68032
P01303	P30542
Q99832	Q9NT62
Q13651	Q9ULV8
P60660	Q9UBS3
O43175	Q13573
343477	P49642
P51610	Q06547
Q99963	Q9UM73
P05129	P49023
Q15653	Q9Y6K9
P63279	Q8NDC0
P60709	Q9NRI5
O75914	P53671
O14908	P35606
P55212	Q12873
P00533	Q92529
O95257	P29622
P11831	Q12968
P35968	Q92914
P02786	Q9P0V3
P05129	P63218
Q9H9J2	Q9UPT9
O60262	P27361
P12110	Q05397
P01889	Q8N109
P13984	P16220
Q9H0M0	Q9H469
P02751	Q12857
Q15047	Q9H5F2
O43541	P36897
P19838	P38398
Q07889	Q12967
Q13432	Q8TF21
Q6W2J9	Q99829
P08581	Q9HCE7
O60341	O75362
O75970	P28335
O00506	P63104
Q14790	Q7Z434
P35626	Q96RA2
Q13625	Q9GZV5
P04278	P68104
P06493	Q9GZM8
P55854	Q16637
P07384	Q6IAA8
P0C0S5	Q16531
Q04206	Q92616
P17252	P47712
P38405	Q13607
Q14197	Q3SY69
P11171	P30084
P27348	P55916
P22626	Q8IYB3
P04275	P53708
P49407	Q96DG6
P43307	P51571
O43318	P0CG48
P98174	Q14161
O94979	P04406
P51684	Q9UBD3
Q86US8	Q9Y2T4
P03372	Q96GM5
P16619	P32302
O00459	P36542
O14905	Q8N474
P20226	Q01094
P10155	Q13315
Q15369	Q9Y6I7
O15455	P84022
O43809	P00488
O60934	Q13472
P06241	P56945
P40425	Q7L5N1
P06239	P11912
P98077	Q16288
P19438	Q9NS23
Q99880	Q9UQL6
P25787	Q9Y5K5
Q08999	Q15022
Q9H254	Q9NYQ7
P35498	P50151
P34931	Q92844
O75909	Q7Z6G3
Q14498	Q8TBK6
P11142	Q13501
P07910	Q9Y4K3
P50148	Q13255
P01730	Q9Y297
P61978	Q9UNW9
P07910	P31943
P01040	P07858
P00519	Q86YH6
P28062	P28065
P08575	Q86WV1
P06239	Q8WYR1
P46094	Q9UBD3
P05121	Q13485
Q9BXW9	Q9H5J4
P50990	Q99836
P25101	P32121
P34903	P54257
P04156	P14136
P50914	Q99558
Q92585	Q92831
P07437	P31946
P04629	P19174
O95819	Q9Y6K9
P0C5Z0	Q9UKV0
P32302	P55774
O60262	Q9H1C0
P83731	Q07020
O15479	P62750
O43676	P03886
P16333	P26373
O43657	Q9Y328
P15509	Q16619
P43405	Q13177
P68133	Q07890
Q86UL8	Q9Y4G8
Q5JVS0	Q99873
Q92769	Q99877
Q13323	Q92843
Q9H074	Q9H361
P09471	Q9Y272
O96017	P67775
O43809	O95400
P62330	Q13310
O43147	Q9NYQ7
Q9NY93	Q9ULT8
P08581	Q06124
P48431	Q9H3D4
P22694	Q96BA8
Q15393	Q9NZC7
O00459	P46531
O00213	Q12800
O43665	P19086
P61247	P62249
Q13315	Q5JSH3
Q9BUZ4	Q9Y4K3
P27695	Q12933
Q96GD4	Q99459
Q13554	Q86YW0
P10586	Q6S5L8
O15047	Q9UBL3
P38936	Q5VTD9
Q9GZM8	Q9UIE0
O60739	P43487
Q13287	Q9NVZ3
P19235	Q9HBE4
P43699	Q9P031
O00459	O14775
Q7Z7J5	Q96CW1
P45973	Q7Z3K3
Q03164	Q9Y5Z7
P35221	Q86UP0
O95865	Q13188
P00441	Q07021
P07947	P09619
P11142	P60709
P30154	Q8WXS5
P63165	Q05516
P48729	P62745
Q04759	Q9Y6K9
P17980	P54253
Q70YC5	Q9NRI5
P04198	P33993
P84090	Q04724
P62979	Q8IVM0
P17612	Q9UD71
P55774	Q04724
Q92905	Q99759
Q93074	Q9NWA0
O15264	Q9BY84
P01106	Q9NQX5
P27635	P47914
P35609	Q86UL8
Q86XR7	Q99836
P78386	Q9NX58
P18146	Q03405
Q5JWF2	Q99614
P05787	P15924
Q9GZQ8	Q9H1Y0
O43914	P26717
P52756	Q9UMS4
P49736	Q8WYB5
Q15287	Q96S94
P01241	P25788
P05113	P17181
P36873	Q16821
P62249	P62273
P04049	Q13976
O43353	Q9HCE7
P32248	Q99616
P29597	P48551
Q99547	Q9NPD3
P01137	Q86YP4
P05106	P51178
P46527	P52565
P26599	Q15717
Q9BV38	Q9H4L4
P10827	Q96ST3
P23229	Q9UQP3
P05107	P35354
O94868	P16220
Q8WYH8	Q99728
P62258	Q9UJZ1
P54284	P63151
P25205	Q16254
P35222	P52272
P25705	Q99558
P24394	P43405
P23508	Q13439
P61073	Q02447
Q8N720	Q9NVM9
P17676	P61978
Q04917	Q3V6T2
P21359	P34741
Q16637	Q2QGD7
P11362	P14210
P51685	Q16663
P60866	P62851
Q05397	Q9Y6N6
P35637	P84103
P48444	Q99459
O15255	O60381
Q2I0M4	Q9Y6K9
P23511	Q99618
P07948	P55211
P19838	Q92985
P23511	P53350
P03905	Q9NX14
P18146	P49915
P68133	Q9H2F5
P04899	P07550
Q13202	Q16539
P14174	Q9UBN6
Q9NVC6	Q9NWA0
P56178	Q96T58
P29350	Q03135
O00144	Q15147
O14964	P35240
O76024	Q99941
P12980	P15923
O00422	Q16740
P42166	Q9NWA0
406987	Q06945
O75145	P27986
P62829	P62906
P13861	Q03135
Q13242	Q13243
O14920	O15360
P04406	P23508
P68104	Q16637
P15260	Q04206
P19438	Q9Y5S8
Q05193	Q9Y5X1
P06748	P11387
P32121	Q8NH02
Q04759	Q06187
Q15287	Q7Z6J4
Q14164	Q8WU90
P06702	P49407
28881	Q13794
P19174	Q86XP0
P20333	Q96CX2
O14832	Q9H6Y7
406976	O14920
Q8TAU3	Q99750
O15392	Q01094
Q13330	Q86YP4
P26927	P53990
P38405	Q8NGL7
P26641	Q8NHV9
Q14596	Q9H0R8
Q00005	Q8IX90
P35626	Q8NGE1
P43364	Q12906
P20936	P43403
Q99497	Q9UER7
407040	O00716
O60921	Q13547
P23526	P63104
O94972	Q96T60
P15509	Q13191
Q5D1E8	Q92844
Q13315	Q9Y383
O75081	Q9UPN9
P62158	Q96PM5
P37173	P62993
P41279	Q08380
P31946	Q9NSK0
O15397	P19438
O75934	Q15428
Q14687	Q5RL73
P21246	Q86U06
O00241	Q5TFQ8
O95163	O95295
P17480	Q9NPF5
O75478	Q16531
P31751	Q8TEY5
P07384	P18031
P01889	Q7KZF4
P32856	P60880
O94842	Q13573
P05771	Q9P212
P01241	P40189
P19367	P21796
P16871	Q04206
P16220	Q8N461
Q16649	Q68CJ9
P53778	Q9HBY0
P38405	Q96R67
P30559	Q9NY47
Q15427	Q96CN9
O96013	Q9UBI6
P48736	P61073
O14640	Q6P3W7
P53992	Q99459
P33176	Q9Y478
P01889	P40616
P20908	P26010
P15382	P62158
Q13315	Q16539
Q96L33	Q96N67
P49411	P62993
Q08379	Q92542
P04406	Q92882
O75586	P49336
O15264	P17275
P09228	P54253
Q16512	Q9GZQ8
P17252	Q15717
Q14626	Q9P0W0
O00459	Q9UBK5
P13010	Q8IW19
P13010	Q00653
Q13573	Q8TB72
O15541	Q12906
P21796	Q13268
P83876	Q9Y333
P07195	P16104
Q01844	Q9UEE9
P08173	P61952
P46108	P51692
Q7Z434	Q9Y6K9
P01100	P21675
P22362	P51677
P78357	Q13315
O95409	Q86T96
O14640	Q05655
Q9BQA1	Q9UKV8
P36956	P54646
O95391	Q13315
O96000	Q92574
Q14240	Q9Y262
P11166	P27797
P0C0S5	P35226
406911	Q15306
P98175	Q6ZN30
P62249	P62857
P57737	Q13616
O43524	Q09472
O96013	Q15052
A6NHL2	Q96NA2
P08238	P53041
P52597	P55795
P02751	P25067
P18146	P53667
P16885	P42768
O14556	P78549
P22681	P43405
P16104	Q14697
Q96EZ8	Q9Y230
O00401	O15145
Q13535	Q86U86
P04637	Q9Y261
Q14517	Q9NSC5
P30876	Q8N7H5
P46937	Q15561
Q13315	Q15751
Q13233	Q16531
P45973	P83916
P17612	P53779
O75496	Q12834
P46379	Q53G59
P02768	P49619
P32248	P80075
P01106	P53985
P53778	Q13976
Q3ZCQ8	Q9Y5V3
P05155	P16581
P54710	Q9UEF7
Q13616	Q969H0
P78504	Q9H488
Q8WXH5	Q99062
P68431	Q99525
O43765	P42166
Q66LE6	Q9UF02
P07996	P98066
P28749	Q9Y5X4
P18621	P62945
P06239	P46531
P00533	Q14451
P53779	Q86UL8
P67809	Q9HCK5
Q00610	Q04206
P33176	P61981
P07737	Q07889
P61077	Q96EQ8
P42766	Q92901
P42574	Q14116
P15509	Q8IZJ0
O96015	Q5TD97
P17612	Q9NY47
Q06323	Q13200
O75643	Q6P2Q9
A6NI73	P31994
P01567	P10912
P0CG48	Q13233
P08648	Q17RW2
P13500	P49682
P13569	P21333
O43586	Q9NR30
A7MCY6	P51116
P24385	Q14188
P46777	P46779
O75159	Q15370
P09341	P49238
